#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BECN1	MAP1LC3B2	9606.ENSP00000355231	9606.ENSP00000450524	0	0	0	0	0.065	0.140	0	0.582	0.635
BECN1	HIF1A	9606.ENSP00000355231	9606.ENSP00000437955	0	0	0	0	0	0	0	0.642	0.642
BECN1	ERN1	9606.ENSP00000355231	9606.ENSP00000401445	0	0	0	0	0.062	0.062	0	0.630	0.647
BECN1	PIK3C2B	9606.ENSP00000355231	9606.ENSP00000356155	0	0	0	0	0.064	0.302	0.540	0.227	0.736
BECN1	FOXO3	9606.ENSP00000355231	9606.ENSP00000385824	0	0	0	0	0	0	0	0.759	0.759
BECN1	LAMP2	9606.ENSP00000355231	9606.ENSP00000408411	0	0	0	0	0	0	0	0.760	0.760
BECN1	NEDD4	9606.ENSP00000355231	9606.ENSP00000424827	0	0	0	0	0.063	0.675	0	0.687	0.896
BECN1	SQSTM1	9606.ENSP00000355231	9606.ENSP00000374455	0	0	0	0	0	0.270	0	0.913	0.934
BECN1	PRKAA2	9606.ENSP00000355231	9606.ENSP00000360290	0	0	0	0	0.063	0	0.900	0.497	0.948
BECN1	DYNLL1	9606.ENSP00000355231	9606.ENSP00000376297	0	0	0	0	0	0.270	0.600	0.933	0.979
BECN1	MAPK8	9606.ENSP00000355231	9606.ENSP00000378974	0	0	0	0	0.059	0	0	0.989	0.990
BECN1	MAP1LC3A	9606.ENSP00000355231	9606.ENSP00000363970	0	0	0	0	0.065	0.140	0.900	0.938	0.994
BECN1	MCL1	9606.ENSP00000355231	9606.ENSP00000358022	0	0	0	0	0	0.559	0	0.990	0.995
BECN1	PINK1	9606.ENSP00000355231	9606.ENSP00000364204	0	0	0	0	0	0	0.800	0.994	0.998
BMF	TP53	9606.ENSP00000346697	9606.ENSP00000269305	0	0	0	0	0	0	0	0.477	0.477
BMF	CASP3	9606.ENSP00000346697	9606.ENSP00000311032	0	0	0	0	0	0	0	0.551	0.551
BMF	DYNLL1	9606.ENSP00000346697	9606.ENSP00000376297	0	0	0	0	0	0.303	0	0.701	0.783
BMF	MAPK8	9606.ENSP00000346697	9606.ENSP00000378974	0	0	0	0	0	0.270	0.900	0.306	0.944
BMF	MCL1	9606.ENSP00000346697	9606.ENSP00000358022	0	0	0	0	0	0.771	0	0.899	0.976
CAPN1	GAPDH	9606.ENSP00000431984	9606.ENSP00000229239	0	0	0	0	0.049	0	0	0.413	0.417
CAPN1	PIK3CA	9606.ENSP00000431984	9606.ENSP00000263967	0	0	0	0	0.062	0	0.900	0	0.902
CAPN1	TP53	9606.ENSP00000431984	9606.ENSP00000269305	0	0	0	0	0	0.273	0.800	0.287	0.887
CAPN1	CASP3	9606.ENSP00000431984	9606.ENSP00000311032	0	0	0	0	0	0.058	0.600	0.619	0.844
CAPN1	CDK5R1	9606.ENSP00000431984	9606.ENSP00000318486	0	0	0	0	0.057	0.213	0.900	0.224	0.934
CAPN1	HSP90AA1	9606.ENSP00000431984	9606.ENSP00000335153	0	0	0	0	0.062	0	0	0.467	0.479
CAPN1	MAPT	9606.ENSP00000431984	9606.ENSP00000340820	0	0	0	0	0	0.270	0	0.322	0.484
CAPN1	PTK2	9606.ENSP00000431984	9606.ENSP00000341189	0	0	0	0	0.062	0	0.900	0.202	0.918
CAPN1	SRC	9606.ENSP00000431984	9606.ENSP00000362680	0	0	0	0	0.076	0.057	0.900	0.261	0.926
CAPN1	PAFAH1B2	9606.ENSP00000431984	9606.ENSP00000435289	0	0	0	0	0.049	0	0	0.398	0.403
CASP1	SIRT1	9606.ENSP00000433138	9606.ENSP00000212015	0	0	0	0	0	0	0	0.447	0.447
CASP1	HMOX1	9606.ENSP00000433138	9606.ENSP00000216117	0	0	0	0	0.076	0	0	0.469	0.488
CASP1	GAPDH	9606.ENSP00000433138	9606.ENSP00000229239	0	0	0	0	0	0	0	0.634	0.634
CASP1	STAT3	9606.ENSP00000433138	9606.ENSP00000264657	0	0	0	0	0.062	0	0	0.524	0.534
CASP1	MAP1LC3B	9606.ENSP00000433138	9606.ENSP00000268607	0	0	0	0	0	0.060	0	0.435	0.446
CASP1	TP53	9606.ENSP00000433138	9606.ENSP00000269305	0	0	0	0	0.062	0.385	0.900	0.568	0.971
CASP1	CASP3	9606.ENSP00000433138	9606.ENSP00000311032	0	0	0	0.658	0	0	0.900	0.841	0.928
CASP1	HSP90AA1	9606.ENSP00000433138	9606.ENSP00000335153	0	0	0	0	0	0.075	0	0.493	0.512
CASP1	HMGB1	9606.ENSP00000433138	9606.ENSP00000345347	0	0	0	0	0	0	0	0.697	0.697
CASP1	MTOR	9606.ENSP00000433138	9606.ENSP00000354558	0	0	0	0	0	0.057	0	0.398	0.408
CASP1	IFI16	9606.ENSP00000433138	9606.ENSP00000357113	0	0	0	0	0.300	0.270	0	0.940	0.967
CASP1	MCL1	9606.ENSP00000433138	9606.ENSP00000358022	0	0	0	0	0.062	0.178	0	0.387	0.486
CASP1	SQSTM1	9606.ENSP00000433138	9606.ENSP00000374455	0	0	0	0	0	0.057	0	0.432	0.442
CASP1	MAPK8	9606.ENSP00000433138	9606.ENSP00000378974	0	0	0	0	0	0	0	0.420	0.420
CASP1	ERN1	9606.ENSP00000433138	9606.ENSP00000401445	0	0	0	0	0	0.063	0	0.406	0.419
CASP1	IL10	9606.ENSP00000433138	9606.ENSP00000412237	0	0	0	0	0.062	0	0	0.708	0.714
CASP1	HIF1A	9606.ENSP00000433138	9606.ENSP00000437955	0	0	0	0	0	0	0	0.410	0.410
CASP1	IKBKG	9606.ENSP00000433138	9606.ENSP00000483825	0	0	0	0	0	0	0	0.459	0.459
CASP1	EIF4G2	9606.ENSP00000433138	9606.ENSP00000433664	0	0	0	0	0	0.057	0.900	0.323	0.930
CASP3	ITGB4	9606.ENSP00000311032	9606.ENSP00000200181	0	0	0	0	0	0	0.900	0.244	0.921
CASP3	SIRT1	9606.ENSP00000311032	9606.ENSP00000212015	0	0	0	0	0	0	0	0.689	0.689
CASP3	XBP1	9606.ENSP00000311032	9606.ENSP00000216037	0	0	0	0	0	0	0	0.694	0.694
CASP3	HMOX1	9606.ENSP00000311032	9606.ENSP00000216117	0	0	0	0	0	0	0	0.762	0.762
CASP3	TSC2	9606.ENSP00000311032	9606.ENSP00000219476	0	0	0	0	0	0	0	0.499	0.499
CASP3	HGF	9606.ENSP00000311032	9606.ENSP00000222390	0	0	0	0	0	0	0	0.530	0.530
CASP3	GAPDH	9606.ENSP00000311032	9606.ENSP00000229239	0	0	0	0	0	0	0	0.883	0.883
CASP3	HSPB1	9606.ENSP00000311032	9606.ENSP00000248553	0	0	0	0	0	0.303	0	0.699	0.782
CASP3	SIRT2	9606.ENSP00000311032	9606.ENSP00000249396	0	0	0	0	0	0	0	0.450	0.450
CASP3	PIK3C3	9606.ENSP00000311032	9606.ENSP00000262039	0	0	0	0	0	0.057	0	0.502	0.510
CASP3	EP300	9606.ENSP00000311032	9606.ENSP00000263253	0	0	0	0	0	0	0	0.401	0.401
CASP3	KDR	9606.ENSP00000311032	9606.ENSP00000263923	0	0	0	0	0	0	0	0.605	0.605
CASP3	PIK3CA	9606.ENSP00000311032	9606.ENSP00000263967	0	0	0	0	0	0.075	0	0.513	0.530
CASP3	STAT3	9606.ENSP00000311032	9606.ENSP00000264657	0	0	0	0	0	0	0	0.817	0.817
CASP3	GABARAPL1	9606.ENSP00000311032	9606.ENSP00000266458	0	0	0	0	0	0.060	0	0.431	0.443
CASP3	MAP1LC3B	9606.ENSP00000311032	9606.ENSP00000268607	0	0	0	0	0	0.060	0	0.767	0.772
CASP3	TP53	9606.ENSP00000311032	9606.ENSP00000269305	0	0	0	0	0.062	0.270	0	0.900	0.925
CASP3	ITPR1	9606.ENSP00000311032	9606.ENSP00000306253	0	0	0	0	0	0	0	0.563	0.563
CASP3	CLU	9606.ENSP00000311032	9606.ENSP00000315130	0	0	0	0	0	0	0	0.404	0.404
CASP3	PARK7	9606.ENSP00000311032	9606.ENSP00000418770	0	0	0	0	0	0	0	0.435	0.435
CASP3	STK11	9606.ENSP00000311032	9606.ENSP00000324856	0	0	0	0	0	0	0	0.457	0.457
CASP3	IKBKG	9606.ENSP00000311032	9606.ENSP00000483825	0	0	0	0	0	0	0	0.465	0.465
CASP3	LAMP2	9606.ENSP00000311032	9606.ENSP00000408411	0	0	0	0	0.062	0	0	0.473	0.484
CASP3	LEP	9606.ENSP00000311032	9606.ENSP00000312652	0	0	0	0	0	0	0	0.496	0.496
CASP3	HDAC6	9606.ENSP00000311032	9606.ENSP00000334061	0	0	0	0	0	0	0	0.501	0.501
CASP3	MFN1	9606.ENSP00000311032	9606.ENSP00000420617	0	0	0	0	0	0.078	0	0.496	0.515
CASP3	PINK1	9606.ENSP00000311032	9606.ENSP00000364204	0	0	0	0	0	0	0	0.519	0.519
CASP3	FOXO1	9606.ENSP00000311032	9606.ENSP00000368880	0	0	0	0	0	0	0	0.620	0.620
CASP3	HMGB1	9606.ENSP00000311032	9606.ENSP00000345347	0	0	0	0	0	0.213	0	0.602	0.673
CASP3	FOXO3	9606.ENSP00000311032	9606.ENSP00000385824	0	0	0	0	0	0	0	0.686	0.686
CASP3	SRC	9606.ENSP00000311032	9606.ENSP00000362680	0	0	0	0	0	0.063	0	0.682	0.689
CASP3	ERN1	9606.ENSP00000311032	9606.ENSP00000401445	0	0	0	0	0	0.063	0	0.682	0.689
CASP3	IL10	9606.ENSP00000311032	9606.ENSP00000412237	0	0	0	0	0	0	0	0.700	0.700
CASP3	SQSTM1	9606.ENSP00000311032	9606.ENSP00000374455	0	0	0	0	0	0.057	0	0.696	0.701
CASP3	GSK3B	9606.ENSP00000311032	9606.ENSP00000324806	0	0	0	0	0.059	0.068	0	0.698	0.712
CASP3	MTOR	9606.ENSP00000311032	9606.ENSP00000354558	0	0	0	0	0	0.057	0	0.710	0.714
CASP3	HIF1A	9606.ENSP00000311032	9606.ENSP00000437955	0	0	0	0	0.049	0	0	0.718	0.720
CASP3	GFAP	9606.ENSP00000311032	9606.ENSP00000468500	0	0	0	0	0.062	0	0	0.733	0.739
CASP3	MAP1LC3A	9606.ENSP00000311032	9606.ENSP00000363970	0	0	0	0	0	0.060	0	0.742	0.747
CASP3	DDIT3	9606.ENSP00000311032	9606.ENSP00000448665	0	0	0	0	0	0	0	0.779	0.779
CASP3	MAPK8	9606.ENSP00000311032	9606.ENSP00000378974	0	0	0	0	0.054	0.270	0	0.714	0.785
CASP3	MET	9606.ENSP00000311032	9606.ENSP00000317272	0	0	0	0	0	0.609	0	0.548	0.815
CASP3	HSP90AA1	9606.ENSP00000311032	9606.ENSP00000335153	0	0	0	0	0	0.075	0	0.827	0.833
CASP3	MCL1	9606.ENSP00000311032	9606.ENSP00000358022	0	0	0	0	0	0.374	0	0.874	0.918
CASP3	EIF4G2	9606.ENSP00000311032	9606.ENSP00000433664	0	0	0	0	0	0.270	0.900	0.125	0.930
CASP3	PTK2	9606.ENSP00000311032	9606.ENSP00000341189	0	0	0	0	0	0	0.900	0.558	0.953
CASP3	ROCK1	9606.ENSP00000311032	9606.ENSP00000382697	0	0	0	0	0	0.478	0.900	0.573	0.975
CASP3	MAPT	9606.ENSP00000311032	9606.ENSP00000340820	0	0	0	0	0	0.731	0.900	0.601	0.988
CDK5R1	TP53	9606.ENSP00000318486	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.229	0.919
CDK5R1	SYT11	9606.ENSP00000318486	9606.ENSP00000357307	0	0	0	0	0.162	0	0	0.325	0.410
CDK5R1	HSP90AA1	9606.ENSP00000318486	9606.ENSP00000335153	0	0	0	0	0	0.270	0	0.416	0.555
CDK5R1	MAPT	9606.ENSP00000318486	9606.ENSP00000340820	0	0	0	0	0.136	0	0.800	0.424	0.891
CDK5R1	FOXO3	9606.ENSP00000318486	9606.ENSP00000385824	0	0	0	0	0	0	0.900	0.067	0.902
CDK5R1	GOLGA2	9606.ENSP00000318486	9606.ENSP00000416097	0	0	0	0	0	0	0.900	0.092	0.905
CDK5R1	GSK3B	9606.ENSP00000318486	9606.ENSP00000324806	0	0	0	0	0.062	0.370	0.900	0.157	0.943
CHMP2A	VPS4B	9606.ENSP00000469240	9606.ENSP00000238497	0	0	0	0	0.172	0.860	0.600	0.953	0.997
CHMP2A	TSG101	9606.ENSP00000469240	9606.ENSP00000251968	0	0	0	0	0.121	0.151	0.900	0.871	0.989
CHMP2A	PIK3C3	9606.ENSP00000469240	9606.ENSP00000262039	0	0	0	0	0	0.060	0	0.438	0.449
CHMP2A	CHMP2B	9606.ENSP00000469240	9606.ENSP00000263780	0	0	0	0.818	0.089	0.886	0.900	0.866	0.990
CHMP2A	GABARAPL1	9606.ENSP00000469240	9606.ENSP00000266458	0	0	0	0	0.064	0.056	0.900	0.226	0.922
CHMP2A	VPS37B	9606.ENSP00000469240	9606.ENSP00000267202	0	0	0	0	0.063	0.172	0.900	0.656	0.969
CHMP2A	MAP1LC3B	9606.ENSP00000469240	9606.ENSP00000268607	0	0	0	0	0.065	0.056	0.900	0.156	0.915
CHMP2A	VPS37A	9606.ENSP00000469240	9606.ENSP00000318629	0	0	0	0	0.106	0.172	0.900	0.703	0.975
CHMP2A	HDAC6	9606.ENSP00000469240	9606.ENSP00000334061	0	0	0	0	0	0	0.900	0	0.900
CHMP2A	MAP1LC3A	9606.ENSP00000469240	9606.ENSP00000363970	0	0	0	0	0.062	0.056	0.900	0.143	0.913
CHMP2A	CHMP3	9606.ENSP00000469240	9606.ENSP00000405575	0	0	0	0.681	0.110	0.970	0.900	0.994	0.998
CHMP2A	PARK7	9606.ENSP00000469240	9606.ENSP00000418770	0	0	0	0	0.187	0	0.900	0	0.915
CHMP2A	SNF8	9606.ENSP00000469240	9606.ENSP00000421380	0	0	0	0	0.080	0.345	0.900	0.812	0.987
CHMP2A	VPS29	9606.ENSP00000469240	9606.ENSP00000480853	0	0	0	0	0.101	0	0	0.433	0.468
CHMP2B	VPS4B	9606.ENSP00000263780	9606.ENSP00000238497	0	0	0	0	0.257	0.913	0.600	0.892	0.996
CHMP2B	TSG101	9606.ENSP00000263780	9606.ENSP00000251968	0	0	0	0	0.102	0.148	0.900	0.585	0.964
CHMP2B	LAMP2	9606.ENSP00000263780	9606.ENSP00000408411	0	0	0	0	0.120	0.062	0	0.350	0.416
CHMP2B	WDR41	9606.ENSP00000263780	9606.ENSP00000296679	0	0	0	0	0.062	0	0	0.441	0.454
CHMP2B	TREM2	9606.ENSP00000263780	9606.ENSP00000362205	0	0	0	0	0	0	0	0.492	0.491
CHMP2B	OPTN	9606.ENSP00000263780	9606.ENSP00000368022	0	0	0	0	0	0	0	0.731	0.731
CHMP2B	MAPT	9606.ENSP00000263780	9606.ENSP00000340820	0	0	0	0	0	0	0	0.758	0.758
CHMP2B	SQSTM1	9606.ENSP00000263780	9606.ENSP00000374455	0	0	0	0	0.060	0.393	0	0.699	0.813
CHMP2B	MAP1LC3A	9606.ENSP00000263780	9606.ENSP00000363970	0	0	0	0	0.062	0.056	0.900	0.180	0.917
CHMP2B	MAP1LC3B	9606.ENSP00000263780	9606.ENSP00000268607	0	0	0	0	0.097	0.056	0.900	0.185	0.921
CHMP2B	HDAC6	9606.ENSP00000263780	9606.ENSP00000334061	0	0	0	0	0	0	0.900	0.259	0.922
CHMP2B	GABARAPL1	9606.ENSP00000263780	9606.ENSP00000266458	0	0	0	0	0.062	0.056	0.900	0.233	0.923
CHMP2B	PARK7	9606.ENSP00000263780	9606.ENSP00000418770	0	0	0	0	0.065	0	0.900	0.339	0.932
CHMP2B	VPS37A	9606.ENSP00000263780	9606.ENSP00000318629	0	0	0	0	0.066	0.123	0.900	0.306	0.935
CHMP2B	VPS37B	9606.ENSP00000263780	9606.ENSP00000267202	0	0	0	0	0.066	0.123	0.900	0.415	0.945
CHMP2B	SNF8	9606.ENSP00000263780	9606.ENSP00000421380	0	0	0	0	0.062	0.178	0.900	0.428	0.950
CHMP2B	CHMP3	9606.ENSP00000263780	9606.ENSP00000405575	0	0	0	0.711	0.084	0.756	0.900	0.853	0.981
CHMP3	VPS4B	9606.ENSP00000405575	9606.ENSP00000238497	0	0	0	0	0.150	0.323	0	0.850	0.906
CHMP3	TSG101	9606.ENSP00000405575	9606.ENSP00000251968	0	0	0	0	0.063	0.222	0.900	0.885	0.990
CHMP3	VPS37B	9606.ENSP00000405575	9606.ENSP00000267202	0	0	0	0	0.066	0.123	0.900	0.653	0.967
CHMP3	VPS37A	9606.ENSP00000405575	9606.ENSP00000318629	0	0	0	0	0.064	0.123	0.900	0.666	0.968
CHMP3	SNF8	9606.ENSP00000405575	9606.ENSP00000421380	0	0	0	0	0.066	0.178	0.900	0.845	0.986
CISD2	ITPR1	9606.ENSP00000273986	9606.ENSP00000306253	0	0	0	0	0.046	0	0	0.786	0.787
CLU	GAPDH	9606.ENSP00000315130	9606.ENSP00000229239	0	0	0	0	0.063	0	0	0.402	0.416
CLU	HSPB1	9606.ENSP00000315130	9606.ENSP00000248553	0	0	0	0	0	0	0	0.467	0.467
CLU	NPC1	9606.ENSP00000315130	9606.ENSP00000269228	0	0	0	0	0	0	0	0.425	0.425
CLU	TP53	9606.ENSP00000315130	9606.ENSP00000269305	0	0	0	0	0	0	0	0.450	0.450
CLU	LEP	9606.ENSP00000315130	9606.ENSP00000312652	0	0	0	0	0	0.302	0	0.765	0.829
CLU	GFAP	9606.ENSP00000315130	9606.ENSP00000468500	0	0	0	0	0.138	0	0	0.385	0.447
CLU	TOMM40	9606.ENSP00000315130	9606.ENSP00000410339	0	0	0	0	0	0	0	0.564	0.564
CLU	MAPT	9606.ENSP00000315130	9606.ENSP00000340820	0	0	0	0	0.086	0.270	0	0.560	0.680
CLU	TREM2	9606.ENSP00000315130	9606.ENSP00000362205	0	0	0	0	0	0.270	0	0.903	0.927
CSNK2A1	SIRT1	9606.ENSP00000217244	9606.ENSP00000212015	0	0	0	0	0	0.854	0	0.447	0.916
CSNK2A1	MAPT	9606.ENSP00000217244	9606.ENSP00000340820	0	0	0	0	0	0.270	0	0.213	0.401
CSNK2A1	SRC	9606.ENSP00000217244	9606.ENSP00000362680	0	0	0	0.568	0.062	0.368	0	0.353	0.469
CSNK2A1	SQSTM1	9606.ENSP00000217244	9606.ENSP00000374455	0	0	0	0	0	0.529	0	0.093	0.555
CSNK2A1	PIP4K2A	9606.ENSP00000217244	9606.ENSP00000365757	0	0	0	0	0.062	0.507	0	0.134	0.564
CSNK2A1	SUPT5H	9606.ENSP00000217244	9606.ENSP00000470252	0	0	0	0	0.067	0.716	0	0.142	0.753
CSNK2A1	HSP90AA1	9606.ENSP00000217244	9606.ENSP00000335153	0	0	0	0	0.211	0.763	0	0.678	0.934
CSNK2A1	TP53	9606.ENSP00000217244	9606.ENSP00000269305	0	0	0	0	0	0.871	0.900	0.455	0.992
DCN	GAPDH	9606.ENSP00000052754	9606.ENSP00000229239	0	0	0	0	0.063	0.104	0	0.474	0.519
DCN	HGF	9606.ENSP00000052754	9606.ENSP00000222390	0	0	0	0	0.098	0.056	0	0.553	0.586
DCN	MET	9606.ENSP00000052754	9606.ENSP00000317272	0	0	0	0	0.062	0.306	0.800	0.438	0.917
DCN	KDR	9606.ENSP00000052754	9606.ENSP00000263923	0	0	0	0	0.085	0.103	0	0.945	0.951
DDIT3	XBP1	9606.ENSP00000448665	9606.ENSP00000216037	0	0	0	0	0	0	0.800	0.885	0.976
DDIT3	HMOX1	9606.ENSP00000448665	9606.ENSP00000216117	0	0	0	0	0	0	0	0.528	0.528
DDIT3	TRIB3	9606.ENSP00000448665	9606.ENSP00000217233	0	0	0	0	0.147	0.516	0.900	0.797	0.990
DDIT3	GAPDH	9606.ENSP00000448665	9606.ENSP00000229239	0	0	0	0	0	0	0	0.611	0.611
DDIT3	SESN2	9606.ENSP00000448665	9606.ENSP00000253063	0	0	0	0	0.077	0	0	0.491	0.510
DDIT3	EP300	9606.ENSP00000448665	9606.ENSP00000263253	0	0	0	0	0	0.659	0	0.447	0.803
DDIT3	PIK3CA	9606.ENSP00000448665	9606.ENSP00000263967	0	0	0	0	0	0	0	0.407	0.407
DDIT3	STAT3	9606.ENSP00000448665	9606.ENSP00000264657	0	0	0	0	0.053	0.066	0	0.425	0.447
DDIT3	MAP1LC3B	9606.ENSP00000448665	9606.ENSP00000268607	0	0	0	0	0.077	0	0	0.559	0.576
DDIT3	TP53	9606.ENSP00000448665	9606.ENSP00000269305	0	0	0	0	0	0	0	0.603	0.603
DDIT3	ITPR1	9606.ENSP00000448665	9606.ENSP00000306253	0	0	0	0	0	0	0	0.458	0.457
DDIT3	HDAC6	9606.ENSP00000448665	9606.ENSP00000334061	0	0	0	0	0	0.317	0	0.216	0.442
DDIT3	HSP90AA1	9606.ENSP00000448665	9606.ENSP00000335153	0	0	0	0	0	0	0	0.426	0.426
DDIT3	MTOR	9606.ENSP00000448665	9606.ENSP00000354558	0	0	0	0	0	0	0	0.498	0.497
DDIT3	MCL1	9606.ENSP00000448665	9606.ENSP00000358022	0	0	0	0	0	0	0	0.458	0.458
DDIT3	FOXO1	9606.ENSP00000448665	9606.ENSP00000368880	0	0	0	0	0	0.078	0	0.530	0.548
DDIT3	SQSTM1	9606.ENSP00000448665	9606.ENSP00000374455	0	0	0	0	0.083	0	0	0.460	0.483
DDIT3	MAPK8	9606.ENSP00000448665	9606.ENSP00000378974	0	0	0	0	0	0	0	0.522	0.522
DDIT3	ERN1	9606.ENSP00000448665	9606.ENSP00000401445	0	0	0	0	0.053	0.058	0	0.870	0.873
DDIT3	IL10	9606.ENSP00000448665	9606.ENSP00000412237	0	0	0	0	0	0.066	0	0.543	0.555
DDIT3	HIF1A	9606.ENSP00000448665	9606.ENSP00000437955	0	0	0	0	0	0	0	0.409	0.409
DEPDC5	TSC2	9606.ENSP00000383105	9606.ENSP00000219476	0	0	0	0	0.089	0.137	0	0.677	0.724
DEPDC5	SESN2	9606.ENSP00000383105	9606.ENSP00000253063	0	0	0	0	0.062	0.270	0.600	0.550	0.860
DEPDC5	PIK3CA	9606.ENSP00000383105	9606.ENSP00000263967	0	0	0	0	0.065	0.069	0	0.419	0.450
DEPDC5	LAMTOR1	9606.ENSP00000383105	9606.ENSP00000278671	0	0	0	0	0	0	0.900	0.504	0.948
DEPDC5	MTOR	9606.ENSP00000383105	9606.ENSP00000354558	0	0	0	0	0.109	0.137	0.900	0.570	0.962
DEPDC5	RRAGD	9606.ENSP00000383105	9606.ENSP00000358423	0	0	0	0	0	0.316	0.900	0.630	0.972
DRAM1	TSC2	9606.ENSP00000258534	9606.ENSP00000219476	0	0	0	0	0	0	0	0.507	0.507
DRAM1	PRKAB1	9606.ENSP00000258534	9606.ENSP00000229328	0	0	0	0	0	0	0	0.414	0.414
DRAM1	SESN2	9606.ENSP00000258534	9606.ENSP00000253063	0	0	0	0	0	0	0	0.544	0.544
DRAM1	MTOR	9606.ENSP00000258534	9606.ENSP00000354558	0	0	0	0	0	0	0	0.450	0.450
DRAM1	WIPI1	9606.ENSP00000258534	9606.ENSP00000262139	0	0	0	0	0.063	0	0	0.451	0.464
DRAM1	PIK3C3	9606.ENSP00000258534	9606.ENSP00000262039	0	0	0	0	0	0	0	0.468	0.468
DRAM1	GABARAPL1	9606.ENSP00000258534	9606.ENSP00000266458	0	0	0	0	0.062	0	0	0.498	0.509
DRAM1	SQSTM1	9606.ENSP00000258534	9606.ENSP00000374455	0	0	0	0	0	0	0	0.511	0.511
DRAM1	MAP1LC3B	9606.ENSP00000258534	9606.ENSP00000268607	0	0	0	0	0	0	0	0.552	0.552
DRAM1	TP53	9606.ENSP00000258534	9606.ENSP00000269305	0	0	0	0	0	0	0	0.605	0.605
DYNLL1	GAPDH	9606.ENSP00000376297	9606.ENSP00000229239	0	0	0	0	0.183	0.154	0	0.207	0.404
DYNLL1	PRKAB1	9606.ENSP00000376297	9606.ENSP00000229328	0	0	0	0	0.054	0	0.900	0.065	0.903
DYNLL1	PRKAB2	9606.ENSP00000376297	9606.ENSP00000254101	0	0	0	0	0.054	0	0.900	0.042	0.901
DYNLL1	PIK3C3	9606.ENSP00000376297	9606.ENSP00000262039	0	0	0	0	0.054	0	0.600	0.126	0.640
DYNLL1	PRKAG2	9606.ENSP00000376297	9606.ENSP00000287878	0	0	0	0	0	0	0.900	0	0.900
DYNLL1	HDAC6	9606.ENSP00000376297	9606.ENSP00000334061	0	0	0	0	0.058	0.486	0.600	0.194	0.823
DYNLL1	HSP90AA1	9606.ENSP00000376297	9606.ENSP00000335153	0	0	0	0	0.121	0.104	0.800	0.183	0.854
DYNLL1	MAPT	9606.ENSP00000376297	9606.ENSP00000340820	0	0	0	0	0	0.345	0	0.142	0.414
DYNLL1	PRKAA1	9606.ENSP00000376297	9606.ENSP00000346148	0	0	0	0	0.056	0	0.900	0.060	0.903
DYNLL1	PRKAA2	9606.ENSP00000376297	9606.ENSP00000360290	0	0	0	0	0.056	0	0.900	0.060	0.903
DYNLL1	PARK7	9606.ENSP00000376297	9606.ENSP00000418770	0	0	0	0	0.156	0	0.600	0.074	0.660
DYNLL1	MAPK8	9606.ENSP00000376297	9606.ENSP00000378974	0	0	0	0	0.064	0	0.900	0.141	0.912
EEF1A1	GAPDH	9606.ENSP00000339063	9606.ENSP00000229239	0	0	0	0	0.331	0.480	0	0.848	0.943
EEF1A1	HSPB1	9606.ENSP00000339063	9606.ENSP00000248553	0	0	0	0	0.063	0.272	0	0.246	0.441
EEF1A1	STAT3	9606.ENSP00000339063	9606.ENSP00000264657	0	0	0	0	0	0	0	0.451	0.451
EEF1A1	MAP1LC3B	9606.ENSP00000339063	9606.ENSP00000268607	0	0	0	0	0.387	0.094	0	0.103	0.458
EEF1A1	TP53	9606.ENSP00000339063	9606.ENSP00000269305	0	0	0	0	0.089	0.088	0	0.686	0.717
EEF1A1	HSP90AA1	9606.ENSP00000339063	9606.ENSP00000335153	0	0	0	0	0.402	0.285	0	0.834	0.923
EEF1A1	EIF4G2	9606.ENSP00000339063	9606.ENSP00000433664	0	0	0	0	0.162	0.065	0	0.296	0.401
EEF1A1	MAPT	9606.ENSP00000339063	9606.ENSP00000340820	0	0	0	0	0.062	0.515	0	0.171	0.590
EEF1A1	GFAP	9606.ENSP00000339063	9606.ENSP00000468500	0	0	0	0	0	0	0.800	0.451	0.885
EP300	SIRT1	9606.ENSP00000263253	9606.ENSP00000212015	0	0	0	0	0.099	0.733	0.900	0.979	0.999
EP300	HDAC10	9606.ENSP00000263253	9606.ENSP00000216271	0	0	0	0	0.062	0.171	0.650	0.460	0.833
EP300	STUB1	9606.ENSP00000263253	9606.ENSP00000219548	0	0	0	0	0	0	0	0.488	0.488
EP300	GAPDH	9606.ENSP00000263253	9606.ENSP00000229239	0	0	0	0	0.052	0.400	0	0.783	0.866
EP300	SIRT2	9606.ENSP00000263253	9606.ENSP00000249396	0	0	0	0	0.062	0.708	0	0.648	0.895
EP300	TSG101	9606.ENSP00000263253	9606.ENSP00000251968	0	0	0	0	0.062	0.270	0	0.436	0.580
EP300	SUPT20H	9606.ENSP00000263253	9606.ENSP00000417510	0	0	0	0	0.064	0.332	0	0.185	0.446
EP300	STK11	9606.ENSP00000263253	9606.ENSP00000324856	0	0	0	0	0.076	0.102	0	0.388	0.448
EP300	IKBKG	9606.ENSP00000263253	9606.ENSP00000483825	0	0	0	0	0	0	0	0.451	0.451
EP300	GSK3B	9606.ENSP00000263253	9606.ENSP00000324806	0	0	0	0	0.062	0.120	0	0.401	0.462
EP300	MCL1	9606.ENSP00000263253	9606.ENSP00000358022	0	0	0	0	0	0.270	0	0.307	0.472
